index,uri,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,duration_ms
"have a cigar, pink floyd",spotify:track:3CmHvyZQQAGkKkTjTBFWN6,120.154,0.45399999999999996,0.65,4,-10.191,0,0.0437,0.40700000000000003,0.0498,0.589,0.72,4,307733
"money - 2011 remastered version, pink floyd",spotify:track:7Gx2q0ueNwvDp2BOZYGCMO,124.193,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.26899999999999996,0.7829999999999999,1,382834
"breathe (in the air) - 2011 remastered version, pink floyd",spotify:track:3zJRvtQkHQRTNEXSY8jQPR,128.153,0.431,0.375,11,-15.142000000000001,0,0.0347,0.391,0.721,0.14300000000000002,0.258,4,169535
"hey you - 2011 remastered version, pink floyd",spotify:track:4WKpan8kLoNuaFgvc8ONc6,112.458,0.588,0.301,0,-14.979000000000001,1,0.0294,0.221,0.00236,0.128,0.19,4,278441
"comfortably numb, pink floyd",spotify:track:5HNCy40Ni5BZJFw1TKzRsC,127.167,0.47200000000000003,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,4,382297
"rock and roll ain't noise pollution, ac/dc",spotify:track:6J17MkMmuzBiIOjRH6MOBZ,94.853,0.5760000000000001,0.659,9,-5.617000000000001,1,0.0383,0.040999999999999995,0.0,0.0587,0.7170000000000001,4,266040
"moneytalks, ac/dc",spotify:track:5u5F7qLDvZjBSktaDp4HxB,121.84100000000001,0.649,0.903,7,-3.677,1,0.0318,0.0008410000000000001,0.00035099999999999997,0.122,0.41200000000000003,4,225947
"for those about to rock (we salute you), ac/dc",spotify:track:1Qf7H7d1TNP8VfPVDRLY0D,132.885,0.371,0.909,4,-5.704,1,0.10099999999999999,0.000341,0.508,0.0894,0.48,4,353693
"you shook me all night long, ac/dc",spotify:track:6yl8Es1tCYD9WdSkeVLFw4,127.316,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,4,210880
"it's a long way to the top (if you wanna rock 'n' roll), ac/dc",spotify:track:7nemcVsXVFZF01iqpIIo2Y,135.96200000000002,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,4,301227
"dirty deeds done dirt cheap, ac/dc",spotify:track:2d4e45fmUnguxh6yqC7gNT,135.653,0.6679999999999999,0.9059999999999999,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,4,231933
"back in black, ac/dc",spotify:track:08mG3Y1vljYA6bvDt4Wqkj,188.386,0.31,0.7,9,-5.678,1,0.047,0.011000000000000001,0.00965,0.0828,0.763,4,255493
"highway to hell, ac/dc",spotify:track:2zYzyRzz6pRmhPzyfMEC8s,115.728,0.574,0.9129999999999999,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,4,208400
"wonderwall - remastered, oasis",spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,174.53,0.37200000000000005,0.865,2,-4.918,1,0.0381,0.000453,0.0,0.23399999999999999,0.478,4,258733
"défiler - bande originale de la capsule no. 5 mosaert, stromae",spotify:track:5WoM2i48QDkHOLfKqrbeZL,110.00399999999999,0.74,0.45799999999999996,3,-10.455,0,0.0561,0.257,0.000638,0.856,0.27399999999999997,4,530843
"ave cesaria, stromae",spotify:track:4zw0Ih25ilFwQdtkzzWA7s,113.009,0.7240000000000001,0.659,11,-8.254,0,0.20199999999999999,0.11699999999999999,2.89e-06,0.20800000000000002,0.377,4,249520
"tous les mêmes, stromae",spotify:track:1GC1MIaRMW3kfVK9VyD5Ii,109.959,0.701,0.637,5,-9.061,0,0.166,0.223,0.0021899999999999997,0.27899999999999997,0.647,4,210933
"papaoutai, stromae",spotify:track:1QFw2xxyQtgKjlrMCEqsNj,116.022,0.7340000000000001,0.809,10,-7.263999999999999,0,0.0839,0.0266,0.0,0.0642,0.254,4,232147
"alors on danse, stromae",spotify:track:6uFreJoeTZVC7MgC7B6rF1,119.95,0.792,0.588,1,-9.318999999999999,0,0.077,0.0928,0.00155,0.0656,0.731,4,206253
"low rider, war",spotify:track:2fmMPJb5EzZCx8BcNJvVk4,139.787,0.8109999999999999,0.647,0,-10.989,1,0.0498,0.0823,0.6809999999999999,0.0572,0.99,4,191560
"oye como va, santana",spotify:track:5u6y4u5EgDv0peILf60H5t,128.399,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.10400000000000001,0.948,4,256933
"take me to the river - 2005 remaster, talking heads",spotify:track:1oV1tu8utgHQjLJsEK9sVl,99.82799999999999,0.66,0.485,2,-8.101,1,0.0258,0.242,0.0102,0.0585,0.8290000000000001,4,302520
"road to nowhere, talking heads",spotify:track:5gS8whHdcpbkdz0qonQZF8,110.36399999999999,0.6609999999999999,0.713,2,-7.825,1,0.0296,0.0361,2.27e-05,0.153,0.632,4,259107
"burning down the house, talking heads",spotify:track:2VNfJpwdEQBLyXajaa6LWT,102.689,0.779,0.87,5,-13.140999999999998,0,0.0574,0.00644,0.0107,0.0399,0.555,4,241920
"once in a lifetime - 2005 remaster, talking heads",spotify:track:38Ngied9rBORlAbLYNCl4k,117.459,0.644,0.919,2,-6.289,1,0.0561,0.18100000000000002,0.134,0.622,0.871,4,259907
"this must be the place (naive melody) - 2005 remaster, talking heads",spotify:track:6aBUnkXuCEQQHAlTokv9or,114.443,0.9420000000000001,0.6409999999999999,7,-10.15,1,0.0333,0.331,0.179,0.027999999999999997,0.966,4,296147
"don't let me be misunderstood, the animals",spotify:track:7vYA9ET5AUqJt5pBbhKmcB,112.194,0.513,0.775,11,-5.1370000000000005,0,0.0284,0.0929,0.0,0.40399999999999997,0.518,4,149360
"bad medicine, bon jovi",spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,118.64200000000001,0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,4,316707
"wanted dead or alive, bon jovi",spotify:track:2fY6tqgrlrg1ky9fgs0t5u,150.81799999999998,0.257,0.8029999999999999,7,-3.886,1,0.0411,0.13699999999999998,0.0156,0.297,0.294,4,308667
"runaway, bon jovi",spotify:track:0X1sqQ652p1sceKM2nJlIJ,152.445,0.475,0.899,9,-4.321000000000001,0,0.0637,0.00375,1.91e-05,0.14,0.603,4,230667
"you give love a bad name, bon jovi",spotify:track:61lqNlVRnWYiR9C7BDJw2l,122.807,0.53,0.9640000000000001,0,-2.571,0,0.0553,0.0528,4.84e-06,0.37200000000000005,0.823,4,223147
"livin' on a prayer, bon jovi",spotify:track:3X7abqSXC4xrxuC1ykpWcY,122.541,0.522,0.882,0,-3.216,1,0.0359,0.0599,0.00021,0.33,0.815,4,250627
"i want you to want me - live at nippon budokan, tokyo, jpn - april 1978, cheap trick",spotify:track:2gtyxGltXhzFQ4UNMTmzpy,206.56799999999998,0.321,0.8690000000000001,9,-8.732000000000001,1,0.0352,0.007690000000000001,0.00491,0.376,0.496,4,216413
"dream police, cheap trick",spotify:track:1YiAY1oCmkFjUabQL9gos4,137.083,0.47600000000000003,0.7659999999999999,4,-11.435,1,0.038,0.0446,0.0053,0.214,0.68,4,233133
"i want you to want me, cheap trick",spotify:track:1JkZg3eMQTmTn93E8Yd3UL,92.726,0.8059999999999999,0.462,2,-12.777999999999999,1,0.0298,0.78,0.0134,0.15,0.736,4,191227
"surrender, cheap trick",spotify:track:2ccUQnjjNWT0rsNnsBpsCA,133.849,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.8690000000000001,4,253733
"don't stop believin', journey",spotify:track:4bHsxqR3GMrXTxEPLuK5ue,118.852,0.5,0.748,4,-9.072000000000001,1,0.0363,0.127,0.0,0.447,0.514,4,250987
"hot blooded, foreigner",spotify:track:6xMHglHoafdDFGXS6qfwSH,117.945,0.705,0.8059999999999999,0,-4.83,1,0.0814,0.22899999999999998,0.0,0.0676,0.763,4,268693
"cold as ice, foreigner",spotify:track:7vidktgNZFQylTgH1GEnMs,132.542,0.516,0.486,3,-11.81,0,0.0272,0.0987,1.48e-06,0.14300000000000002,0.47100000000000003,4,200573
"juke box hero, foreigner",spotify:track:00qOE7OjRl0BpYiCiweZB2,176.64700000000002,0.35700000000000004,0.653,9,-5.553999999999999,1,0.0654,0.0828,0.0,0.0844,0.522,4,259800
"waiting for a girl like you, foreigner",spotify:track:2OgVsp77En2nju8pnCieVU,201.327,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,4,292067
"i want to know what love is - 1999 remaster, foreigner",spotify:track:1JLn8RhQzHz3qDqsChcmBl,81.204,0.47700000000000004,0.47100000000000003,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,4,304787
"working for the weekend, loverboy",spotify:track:35k31HZI4z9PbBOioaI4dZ,146.911,0.515,0.7659999999999999,7,-12.767999999999999,1,0.0343,0.0249,0.00103,0.455,0.774,4,221000
"shadows of the night, pat benatar",spotify:track:6pwQEpLOlwclrsjgEOHEp0,111.902,0.522,0.682,6,-10.183,1,0.0344,0.29,1.23e-05,0.33899999999999997,0.529,4,261560
"heartbreaker, pat benatar",spotify:track:22ML0MuFKfw16WejbxsLOy,156.131,0.466,0.588,5,-10.665999999999999,0,0.0812,0.285,9.94e-06,0.0535,0.882,4,209360
"love is a battlefield, pat benatar",spotify:track:41CoPVBGQyaO9edYV2BKnp,90.62,0.6729999999999999,0.631,2,-11.98,0,0.0504,0.0134,0.0149,0.11599999999999999,0.882,4,244627
"hit me with your best shot, pat benatar",spotify:track:0vOkmmJEtjuFZDzrQSFzEE,127.402,0.741,0.58,4,-9.05,1,0.0304,0.11699999999999999,3.3100000000000005e-05,0.212,0.9440000000000001,4,171267
"we belong, pat benatar",spotify:track:665Jxlgi1HamPKbW1vwzx4,135.154,0.706,0.322,5,-14.107999999999999,1,0.0467,0.528,2.37e-06,0.5760000000000001,0.305,4,221133
"let it ride, bachman-turner overdrive",spotify:track:3Qfu37XtjQ8mS4v0Jdt1bR,104.43799999999999,0.635,0.825,6,-10.219,0,0.0404,0.107,0.0030800000000000003,0.172,0.787,4,267067
"takin' care of business, bachman-turner overdrive",spotify:track:5Lk0ZGm0xF3EvOg9xXiXcR,129.937,0.7240000000000001,0.7040000000000001,10,-13.989,1,0.055999999999999994,0.0591,2.75e-06,0.145,0.9640000000000001,4,289893
"you ain't seen nothing yet, bachman-turner overdrive",spotify:track:0HOrDVS349XFcpCYsO2hAP,118.39200000000001,0.475,0.439,11,-15.039000000000001,0,0.0427,0.000146,0.000277,0.223,0.76,4,234867
"dirty laundry, don henley",spotify:track:7LFer4drCtWSyD8oxORZtC,98.384,0.7559999999999999,0.773,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,0.9540000000000001,4,336800
"the boys of summer, don henley",spotify:track:4gvea7UlDkAvsJBPZAd4oB,176.94099999999997,0.516,0.5489999999999999,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,4,288733
"hold on loosely, 38 special",spotify:track:2eEmzSR9tmd52w7cqT9yK6,127.506,0.541,0.5710000000000001,9,-10.834000000000001,1,0.0316,0.027999999999999997,0.00035800000000000003,0.091,0.8540000000000001,4,279240
"caught up in you, 38 special",spotify:track:3jYRpwbctfqB77uU7T7K3U,131.011,0.425,0.6809999999999999,1,-8.604,0,0.0316,0.0229,0.00021899999999999998,0.0543,0.9329999999999999,4,279333
"my kinda lover - remastered, billy squier",spotify:track:6g14FUj5zU9FDRwBi963vS,95.105,0.534,0.461,9,-6.603,0,0.0361,0.46799999999999997,6.43e-05,0.036000000000000004,0.7829999999999999,4,213533
"everybody wants you - remastered 2002, billy squier",spotify:track:2Z9B8sd6HgEfCWqvOfhFD0,131.847,0.529,0.9059999999999999,7,-6.1160000000000005,1,0.0517,0.105,3.78e-05,0.0757,0.965,4,228147
"in the dark - remastered, billy squier",spotify:track:2dgjjOdz8qnGXLos9xbNNV,112.469,0.54,0.83,4,-4.997,0,0.0348,0.151,2.8e-06,0.589,0.5529999999999999,4,250067
"a horse with no name, america",spotify:track:54eZmuggBFJbV7k248bTTt,123.179,0.654,0.506,11,-17.18,0,0.0535,0.6859999999999999,0.0155,0.155,0.831,4,252240
"baby hold on, eddie money",spotify:track:5ZYvcJ04ccUw2Matbnmu0U,120.316,0.642,0.6409999999999999,2,-12.444,1,0.049,0.154,1.23e-06,0.0475,0.85,4,210827
"take me home tonight, eddie money",spotify:track:7b4yGtR0rujvLi5EBfKKJ2,132.69899999999998,0.608,0.768,1,-9.911,1,0.0364,0.10099999999999999,1.41e-06,0.0942,0.748,4,211160
"two tickets to paradise, eddie money",spotify:track:22CIOfLZB9z8He7WgHYAgH,129.713,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.14800000000000002,0.737,4,237093
"reelin' in the years, steely dan",spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,135.437,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.7659999999999999,4,277267
"do it again, steely dan",spotify:track:2BstRQGodshjGpeDGQiNgo,124.574,0.682,0.537,2,-10.254000000000001,0,0.0323,0.218,3.07e-05,0.0556,0.963,4,356733
"shake it up - 2017 remaster, the cars",spotify:track:3ZBzJbqwV2gQUAe4ofghOo,147.623,0.6859999999999999,0.8270000000000001,0,-5.7379999999999995,1,0.0321,0.134,5.03e-05,0.126,0.8540000000000001,4,211960
"moving in stereo, the cars",spotify:track:5xLfQuX5YAfog2JgPz0dpA,115.522,0.718,0.5429999999999999,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37,4,286107
"you might think, the cars",spotify:track:35wVRTJlUu2kDkqXFegOKt,133.887,0.728,0.855,2,-6.031000000000001,1,0.0333,0.109,0.000576,0.113,0.971,4,184717
"good times roll, the cars",spotify:track:7hVhRCDV100Jq26NGR7adw,107.64299999999999,0.607,0.662,4,-9.456,1,0.0278,0.0951,8.27e-05,0.125,0.629,4,225853
"my best friend's girl, the cars",spotify:track:1SRkKyJ2JjMZgyDWC30zKv,121.915,0.799,0.608,5,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,4,223253
"just what i needed, the cars",spotify:track:4alHo6RGd0D3OUbTPExTHN,127.22399999999999,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,4,225627
"take it on the run, reo speedwagon",spotify:track:5gys5nzVQIYhgHIfiOJYva,77.81,0.371,0.758,7,-5.678999999999999,1,0.036000000000000004,0.0958,0.0,0.11599999999999999,0.452,4,239680
"keep on loving you, reo speedwagon",spotify:track:4rcHWl68ai6KvpXlc8vbnE,174.732,0.306,0.722,0,-5.962999999999999,1,0.034,0.0519,0.0,0.11699999999999999,0.41,4,200293
"uptown girl, billy joel",spotify:track:5zA8vzDGqPl2AzZkEYQGKh,128.99200000000002,0.701,0.943,4,-2.986,1,0.0456,0.0747,0.0,0.601,0.7909999999999999,4,197707
"just the way you are, billy joel",spotify:track:49MHCPzvMLXhRjDantBMVH,139.148,0.589,0.45299999999999996,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,4,290573
"long train runnin', the doobie brothers",spotify:track:4nXkbcTj3nyww1cHkw5RAP,117.399,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.0021100000000000003,0.0562,0.843,4,207267
"don't bring me down, electric light orchestra",spotify:track:72ahyckBJfTigJCFCviVN7,115.69200000000001,0.638,0.867,2,-6.468999999999999,1,0.0331,0.14400000000000002,0.000733,0.0846,0.805,4,243373
"abracadabra, steve miller band",spotify:track:2E2ZVy2fxslpAUgbb4zu84,127.488,0.7909999999999999,0.535,9,-13.261,0,0.0355,0.0749,1.96e-06,0.156,0.963,4,308373
"hurts so good, john mellencamp",spotify:track:67eX1ovaHyVPUinMHeUtIM,125.447,0.785,0.737,9,-5.306,1,0.0363,0.042,0.00010700000000000001,0.10800000000000001,0.971,4,218960
"i'm still standing, elton john",spotify:track:1jDJFeK9x3OZboIAHsY9k2,176.808,0.504,0.904,6,-6.8629999999999995,1,0.179,0.35600000000000004,0.121,0.14,0.772,4,183440
"don't go breaking my heart, elton john",spotify:track:5pKJtX4wBeby9qIfFhyOJj,131.19299999999998,0.742,0.863,5,-7.8229999999999995,1,0.038,0.177,5.59e-06,0.0699,0.7759999999999999,4,271133
"tiny dancer, elton john",spotify:track:2TVxnKdb3tqe1nhQWwwZCO,145.075,0.414,0.428,0,-11.097000000000001,1,0.0278,0.382,0.00024300000000000002,0.14800000000000002,0.282,4,377093
"bang a gong (get it on) - remastered version, t. rex",spotify:track:6FsQrRpBLgsrFeAeiQqytm,125.811,0.7290000000000001,0.818,2,-9.992,1,0.0732,0.157,0.285,0.195,0.907,4,267000
"house of the rising sun, the animals",spotify:track:7BY005dacJkbO6EPiOh2wb,117.2,0.295,0.584,9,-6.696000000000001,0,0.0345,0.00038500000000000003,0.218,0.0996,0.228,3,271280
"waterloo sunset - mono mix, the kinks",spotify:track:5nrmGFJ87crVoJF5xdRqwn,107.839,0.512,0.69,1,-6.968999999999999,0,0.0249,0.162,0.0,0.16699999999999998,0.41700000000000004,4,194216
"i will survive - single version, gloria gaynor",spotify:track:7cv28LXcjAC3GsXbUvXKbX,116.669,0.777,0.725,0,-8.681000000000001,1,0.05,0.0131,0.00805,0.24600000000000002,0.529,4,198066
"love in store - 2016 remaster, fleetwood mac",spotify:track:41tJM6A0L02Rw6JSS5iThp,124.515,0.688,0.568,0,-8.74,1,0.0279,0.1,0.00162,0.11900000000000001,0.384,4,195026
"run, hozier",spotify:track:2AEKTA8tQnXUullpmN8NkL,71.749,0.373,0.39299999999999996,10,-8.462,0,0.0319,0.509,0.0623,0.105,0.272,4,254773
"no plan, hozier",spotify:track:4byXh93siQtzKLdjKuJaAF,80.01899999999999,0.456,0.75,9,-4.609,0,0.0444,0.115,1.6899999999999997e-05,0.114,0.564,4,331013
"nobody, hozier",spotify:track:69WkwzVjQS4Dc8QQtpz0qM,90.99700000000001,0.677,0.833,7,-4.997,1,0.0762,0.256,0.00015800000000000002,0.142,0.631,4,210573
"to noise making (sing), hozier",spotify:track:5in02YJDTkdfKDQjfsvxYp,99.39,0.619,0.556,0,-7.687,1,0.0806,0.133,0.0,0.594,0.5660000000000001,4,206920
"as it was, hozier",spotify:track:4xEHlCgoKd4RdrS79OPn9y,173.58900000000003,0.39799999999999996,0.154,0,-11.395,0,0.0351,0.841,0.157,0.113,0.155,3,207653
"talk, hozier",spotify:track:6ctlpLPyLH3R1V16fxoOWE,154.342,0.397,0.5379999999999999,2,-6.502999999999999,0,0.0339,0.179,0.14800000000000002,0.113,0.247,4,206547
"be, hozier",spotify:track:7hfi4ZTfV7akmGINh6qYCF,94.53299999999999,0.22699999999999998,0.7979999999999999,4,-3.9010000000000002,0,0.0381,0.00262,2.95e-05,0.15,0.174,4,289067
"would that i, hozier",spotify:track:37zuIvk4KBkAxxLJsxJaHq,130.694,0.521,0.526,5,-6.032,1,0.0281,0.243,0.005370000000000001,0.10800000000000001,0.502,4,268293
"sunlight, hozier",spotify:track:4zvvvHm0b5CBl37tocxm7n,115.34899999999999,0.46399999999999997,0.5589999999999999,7,-4.209,0,0.0287,0.368,0.000176,0.106,0.368,4,257347
"wasteland, baby!, hozier",spotify:track:1HYnjKqSSHh1tdl2Hi57zH,168.84400000000002,0.42700000000000005,0.40700000000000003,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,4,266467
"what is and what should never be - 1990 remaster, led zeppelin",spotify:track:5G7uLHtoEW140QOcBpJlfz,78.086,0.34,0.47200000000000003,9,-12.939,1,0.0473,0.275,0.0,0.0843,0.5329999999999999,4,283973
"howlin' for you, the black keys",spotify:track:0grFc6klR3hxoHLcgCYsF4,132.627,0.705,0.735,11,-6.646,1,0.0931,0.027999999999999997,0.0783,0.11199999999999999,0.44799999999999995,4,191800
"lonely boy, the black keys",spotify:track:5G1sTBGbZT5o4PNRc75RKI,166.3,0.35600000000000004,0.872,2,-7.837000000000001,1,0.068,0.00417,0.00975,0.0997,0.607,4,193653
"ride captain ride, blues image",spotify:track:1d9hUvkv64Wmdu671Dydpc,125.545,0.547,0.655,2,-11.707,1,0.0414,0.136,0.007370000000000001,0.11599999999999999,0.649,4,225560
"almost (sweet music), hozier",spotify:track:2e9N4vHYVUwSwRorBzsZXE,88.875,0.42700000000000005,0.6890000000000001,7,-5.5889999999999995,1,0.135,0.021,1.69e-06,0.203,0.706,4,217480
"dinner & diatribes, hozier",spotify:track:0IZ5R6Om6SWXxJ5BD7MKUa,110.835,0.499,0.769,1,-5.5760000000000005,1,0.0522,0.0041600000000000005,0.0274,0.11699999999999999,0.33299999999999996,3,224147
"i'm horny, i'm stoned, the doors",spotify:track:7fku2DCfY0oUUDUYXB6Q7m,79.987,0.695,0.43,5,-11.222000000000001,1,0.0316,0.591,0.00415,0.165,0.495,4,237173
"on with the show - mono, the rolling stones",spotify:track:1xdRCijAItQAUhs8CCqJLN,113.995,0.51,0.9179999999999999,0,-8.36,1,0.153,0.7040000000000001,1.1900000000000001e-05,0.428,0.552,4,222320
"the sound of silence, simon & garfunkel",spotify:track:2LkaNhCrNVmcYgXJeLVmsw,107.529,0.435,0.456,6,-10.305,1,0.0279,0.136,1.62e-06,0.124,0.529,4,185440
"happy man, iggy pop",spotify:track:7twwRCHTYAmZXWH905WAA5,146.286,0.6709999999999999,0.856,7,-8.496,1,0.0285,0.0104,0.0928,0.228,0.976,4,141067
"piece of my heart, big brother & the holding company",spotify:track:1xKQbqQtQWrtQS47fUJBtl,160.82,0.44299999999999995,0.727,4,-7.9510000000000005,1,0.145,0.263,0.00014099999999999998,0.16899999999999998,0.5660000000000001,4,253333
"an illustration of loneliness (sleepless in new york), courtney barnett",spotify:track:53xqX1UEEx4vQvwxTN5RCo,203.72400000000002,0.517,0.643,0,-6.571000000000001,1,0.0315,0.000126,0.0201,0.157,0.9670000000000001,4,190920
"what i like about you, the romantics",spotify:track:4ebcE2SmkG7nplvzFAWRu7,159.847,0.514,0.9420000000000001,9,-8.433,1,0.0502,0.282,6.6e-05,0.17,0.912,4,175267
"wild night, van morrison",spotify:track:1A7hIo1C8jacIQ5ZiCjc8g,146.338,0.568,0.7140000000000001,7,-7.138999999999999,1,0.0445,0.174,0.0,0.0429,0.955,4,213600
"sweet thing - 1999 remaster, van morrison",spotify:track:4dBI72rgkmG0gTzswyBTzz,86.604,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.7120000000000001,3,265547
"and it stoned me - 2013 remaster, van morrison",spotify:track:3n5iUh2Z6P7cnWins22W0F,75.798,0.593,0.46799999999999997,7,-11.165,1,0.0285,0.35,3.52e-05,0.0919,0.597,4,272160
"into the mystic - 2013 remaster, van morrison",spotify:track:3lh3iiiJeiBXHSZw6u0kh6,86.204,0.608,0.524,8,-10.265999999999998,1,0.0309,0.36700000000000005,0.0025399999999999997,0.115,0.797,4,205613
"moondance - 2013 remaster, van morrison",spotify:track:683b4ikwa62JevCjwrmfg6,67.40899999999999,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,4,274040
"brown eyed girl, van morrison",spotify:track:3yrSvpt2l1xhsV9Em88Pul,150.572,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.40700000000000003,0.907,4,183307
"living on my own, freddie mercury",spotify:track:2fRCatGWX9AFqc4VIER4Zu,123.92299999999999,0.655,0.687,9,-11.789000000000001,0,0.0337,0.000234,2.3800000000000003e-05,0.0869,0.41100000000000003,4,218267
"these are the days of our lives - 2011 remaster, queen",spotify:track:2HpkD9J7t7xBaduVflpmqn,112.654,0.691,0.402,0,-9.628,1,0.0299,0.373,0.000117,0.0607,0.55,4,255040
"better love - from the legend of tarzan - single version, hozier",spotify:track:6LOGgSwHUaBp9MESQxbVBJ,126.74799999999999,0.389,0.802,0,-3.438,1,0.0616,0.0307,2.63e-06,0.0862,0.4,4,194067
"movement, hozier",spotify:track:6zmANU5l4qCHQrI5cZhSS2,71.984,0.436,0.466,1,-6.808,0,0.0393,0.0998,9.329999999999999e-05,0.0927,0.151,4,237120
"love me like there's no tomorrow, freddie mercury",spotify:track:6PgdtBqsOgjA8pKFmVAsVI,78.027,0.528,0.451,2,-10.860999999999999,1,0.0289,0.272,0.0,0.0601,0.345,4,226827
"lisa says, the velvet underground",spotify:track:6L2yLGaCAmZJYObaTX2jQP,79.57600000000001,0.45299999999999996,0.418,5,-11.552,1,0.0342,0.391,0.00165,0.18100000000000002,0.55,4,352373
"it's a hard life - remastered 2011, queen",spotify:track:5PTvZMe9mIL0GrRvPBRu6S,82.31,0.426,0.599,3,-6.202999999999999,1,0.028999999999999998,0.42700000000000005,0.0,0.152,0.292,4,246973
"rebel rebel - 2016 remaster, david bowie",spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,125.988,0.635,0.6859999999999999,9,-15.648,1,0.053,0.209,0.0176,0.282,0.46399999999999997,4,274747
"heroes - 2017 remaster, david bowie",spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,112.11399999999999,0.49,0.758,7,-6.4910000000000005,1,0.0297,0.000671,0.484,0.092,0.435,4,371413
"perfect day, lou reed",spotify:track:4TOMI010Sd4ZAX4aZ5TS85,144.799,0.4,0.267,10,-12.488,1,0.0323,0.7440000000000001,0.00734,0.10300000000000001,0.0872,3,225000
"walk on the wild side, lou reed",spotify:track:5p3JunprHCxClJjOmcLV8G,104.522,0.575,0.318,0,-16.729,1,0.109,0.6829999999999999,0.000202,0.0934,0.385,4,254173
"gardenia, iggy pop",spotify:track:1p0P2eieaxzqeBov2oP1VQ,95.945,0.491,0.7979999999999999,11,-5.916,1,0.0564,0.25,0.0218,0.452,0.8340000000000001,4,254120
"home, iggy pop",spotify:track:21IwVIuWHb0O18m0TgM69W,144.654,0.381,0.941,9,-6.5520000000000005,1,0.0641,0.0017100000000000001,0.000149,0.195,0.887,4,242893
"lust for life, iggy pop",spotify:track:21YxK0klhpfLW8budkJaMF,101.603,0.38299999999999995,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,4,313926
"some weird sin, iggy pop",spotify:track:6bQQEDyyAEmwYqXmMpvCFh,92.01700000000001,0.47700000000000004,0.893,8,-4.422,0,0.0346,0.33799999999999997,0.537,0.16399999999999998,0.652,4,221374
"the passenger, iggy pop",spotify:track:15BQ7vEDv2LJuh8TxWIhtd,134.88,0.498,0.889,0,-5.412999999999999,1,0.0546,0.0947,1.62e-06,0.733,0.696,4,283360
"these are the days of our lives, queen",spotify:track:0RAXNWy8uixVy6gC5CXPbf,112.443,0.7,0.261,0,-16.95,1,0.0315,0.317,0.000233,0.0443,0.5479999999999999,4,254467
"i want it all, queen",spotify:track:0GQo5VkiurD6HnVpaCNeMf,92.31,0.228,0.708,11,-9.921,0,0.0438,0.0301,0.00011999999999999999,0.205,0.41200000000000003,4,272973
"pain is so close to pleasure - remastered 2011, queen",spotify:track:5LTWxrtT2mfKjTqdgPxXFr,112.18299999999999,0.764,0.629,9,-6.52,0,0.024,0.0545,0.0122,0.168,0.61,4,261480
"who wants to live forever - remastered 2011, queen",spotify:track:6UnGBNWVuwYfdDo9NfKkpP,140.366,0.177,0.366,4,-8.975,0,0.0342,0.59,0.00101,0.115,0.0386,4,315653
"one year of love - remastered 2011, queen",spotify:track:59rzNNiQISFeH3ktzhyOjr,110.986,0.588,0.364,11,-8.542,0,0.0258,0.281,0.0006309999999999999,0.35600000000000004,0.124,3,267480
"man on the prowl, queen",spotify:track:3bg9mhlOpbUrnktmrfzrb4,75.257,0.561,0.73,7,-9.503,1,0.0294,0.218,4.3799999999999994e-05,0.505,0.932,4,207773
"it's a hard life, queen",spotify:track:5Uzgm4svJMIZq7fNXeDfEr,82.351,0.44,0.401,3,-12.207,1,0.0274,0.428,1.74e-06,0.11599999999999999,0.293,4,249507
